Title,Year,Acronym
Predictive maintenance using digital twins: A systematic literature review,2022,IST
Evaluating prediction systems in software project estimation,2012,IST
Engineering a software tool for gene structure prediction in higher organisms,2005,IST
Gamification in software engineering ’A systematic mapping,2014,IST
Software defect prediction using ensemble learning on selected features,2014,IST
Automation of systematic literature reviews: A systematic literature review,2021,IST
A systematic review of effect size in software engineering experiments,2007,IST
"Knowledge management in software engineering: A systematic review of studied concepts, findings and research methods used",2008,IST
Research synthesis in software engineering: A tertiary study,2011,IST
Static analysis of android apps: A systematic literature review,2017,IST
The situational factors that affect the software development process: Towards a comprehensive reference framework,2011,IST
Successful combination of database search and snowballing for identification of primary studies in systematic literature studies,2022,IST
Supporting user-oriented analysis for multi-view domain-specific visual languages,2008,IST
Identification and management of technical debt: A systematic mapping study,2015,IST
How to design gamification? A method for engineering gamified software,2017,IST
Bug localization using latent Dirichlet allocation,2010,IST
Software product line testing ’A systematic mapping study,2010,IST
Business process maturity models: A systematic literature review,2016,IST
A systematic review on regression test selection techniques,2009,IST
An empirical study on software defect prediction with a simplified metric set,2014,IST
Exploring principles of user-centered agile software development: A literature review,2015,IST
A systematic review of statistical power in software engineering experiments,2005,IST
JADE: A software framework for developing multi-agent applications. Lessons learned,2007,IST
Critical success factors for a customer relationship management strategy,2006,IST
Machine learning techniques for code smell detection: A systematic literature review and meta-analysis,2019,IST
A systematic review on the relationship between user involvement and system success,2014,IST
"Identifying, categorizing and mitigating threats to validity in software engineering secondary studies",2018,IST
Patterns and technologies for enabling supply chain traceability through collaborative e-business,2007,IST
Transparency and explainability of AI systems: From ethical guidelines to requirements,2023,IST
The effectiveness of pair programming: A meta-analysis,2009,IST
Essential communication practices for Extreme Programming in a global software development team,2006,IST
The impact of inadequate customer collaboration on self-organizing Agile teams,2010,IST
Agile methods rapidly replacing traditional methods at Nokia: A survey of opinions on agile transformation,2010,IST
An evaluation of the degree of agility in six agile methods and its applicability for method engineering,2007,IST
Evaluating and selecting software packages: A review,2008,IST
A systematic review of evaluation of variability management approaches in software product lines,2010,IST
Reviewer recommendation for pull-requests in GitHub: What can we learn from code review and bug assignment?,2016,IST
The relationship between organizational culture and the deployment of agile methods,2010,IST
A survey on dataset quality in machine learning,2023,IST
Test case prioritization approaches in regression testing: A systematic literature review,2017,IST
How large are software cost overruns? A review of the 1994 CHAOS report,2005,IST
Adoption of open source software in software-intensive organizations ’A systematic literature review,2010,IST
Challenges and best practices in industry-academia collaborations in software engineering: A systematic literature review,2016,IST
GA-based method for feature selection and parameters optimization for machine learning regression applied to software effort estimation,2010,IST
What is wrong with topic modeling? And how to fix it using search-based software engineering,2018,IST
"How do personality, team processes and task characteristics relate to job satisfaction and software quality?",2008,IST
A systematic mapping study of software product lines testing,2010,IST
A systematic literature review on the barriers faced by newcomers to open source software projects,2014,IST
Tuning for software analytics: Is it really necessary?,2016,IST
TLEL: A two-layer ensemble learning approach for just-in-time defect prediction,2017,IST
Large-scale machine learning systems in real-world industrial settings: A review of challenges and solutions,2020,IST
An empirical analysis of data preprocessing for machine learning-based software cost estimation,2015,IST
